TEMP_PLAYER_ID_x,PLAYER_ID,FIRST_NAME_x,LAST_NAME_x,PLAYER_NAME_x,POSITION_x,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,DRAFT_CLASS
,203083,Andre,Drummond,Andre Drummond,C,31.5,33.5,10.83,,3.39,10.0,81.75,6' 9.75'',83.75,6' 11.75'',278.6,90.25,7' 6.25'',109.5,9' 1.5'',7.5,9.5,9.5,2012
,203119,Kim,English,Kim English,SG,29.0,36.5,10.59,,3.33,,76.5,6' 4.5'',77.75,6' 5.75'',192,78.5,6' 6.5'',98.0,8' 2'',4.3,8.5,8.75,2012
,203105,Festus,Ezeli,Festus Ezeli,C-PF,34.0,33.5,12.35,,3.29,18.0,81.75,6' 9.75'',83.5,6' 11.5'',264.2,89.75,7' 5.75'',108.0,9' 0'',5.5,9.0,10.75,2012
,12467,Drew,Gordon,Drew Gordon,PF,29.0,34.0,11.35,,3.49,10.0,80.0,6' 8'',80.75,6' 8.75'',239,83.5,6' 11.5'',103.5,8' 7.5'',9.1,8.5,9.75,2012
,203254,JaMychal,Green,JaMychal Green,PF,29.5,32.5,10.63,,3.38,19.0,80.0,6' 8'',81.0,6' 9'',217.4,86.25,7' 2.25'',106.5,8' 10.5'',9.8,9.25,9.25,2012
,203110,Draymond,Green,Draymond Green,PF-SF,28.0,33.0,11.01,,3.4,9.0,77.75,6' 5.75'',79.5,6' 7.5'',235.6,85.25,7' 1.25'',105.0,8' 9'',11.3,9.0,9.5,2012
,203090,Maurice,Harkless,Maurice Harkless,SF,32.5,37.0,10.87,,3.25,5.0,79.25,6' 7.25'',80.75,6' 8.75'',206.6,84.0,7' 0'',102.5,8' 6.5'',5.3,9.25,10.25,2012
,203089,John,Henson,John Henson,PF,25.5,30.0,,,,5.0,81.0,6' 9'',82.5,6' 10.5'',216,89.0,7' 5'',112.0,9' 4'',8.6,9.25,10.0,2012
,203189,Tu,Holloway,Tu Holloway,PG,28.0,35.0,11.0,,3.42,12.0,70.5,5' 10.5'',71.75,5' 11.75'',186.8,77.5,6' 5.5'',94.5,7' 10.5'',8.5,8.75,10.0,2012
,203133,Robbie,Hummel,Robbie Hummel,SF,27.5,30.0,11.56,,3.41,13.0,79.25,6' 7.25'',80.5,6' 8.5'',218,80.5,6' 8.5'',102.0,8' 6'',9.4,8.5,9.5,2012
,203108,Bernard,James,Bernard James,PF,30.0,32.5,11.84,,3.4,6.0,80.75,6' 8.75'',82.0,6' 10'',229.8,87.0,7' 3'',108.5,9' 0.5'',5.0,9.0,9.25,2012
,203098,John,Jenkins,John Jenkins,SG,30.5,36.5,11.36,,3.37,10.0,75.25,6' 3.25'',76.25,6' 4.25'',212,80.5,6' 8.5'',98.0,8' 2'',7.1,9.0,9.0,2012
,203111,Orlando,Johnson,Orlando Johnson,SG,32.0,39.5,10.98,,3.25,13.0,75.75,6' 3.75'',77.25,6' 5.25'',223.8,83.25,6' 11.25'',99.0,8' 3'',7.0,9.0,9.5,2012
,203130,Darius,Johnson-Odom,Darius Johnson-Odom,SG,33.5,41.5,10.76,,3.21,17.0,73.5,6' 1.5'',75.0,6' 3'',212,79.0,6' 7'',96.0,8' 0'',7.0,8.75,8.75,2012
,203093,Terrence,Jones,Terrence Jones,PF-SF,29.5,34.5,11.57,,3.4,12.0,80.25,6' 8.25'',81.5,6' 9.5'',252,86.25,7' 2.25'',107.0,8' 11'',7.7,9.0,10.0,2012
,203158,Kevin,Jones,Kevin Jones,PF,27.5,32.5,11.94,,3.6,17.0,78.25,6' 6.25'',79.5,6' 7.5'',251.2,85.5,7' 1.5'',105.0,8' 9'',11.2,9.0,7.75,2012
,203103,Perry,Jones,Perry Jones,PF-SF,33.0,38.5,11.31,,3.19,11.0,82.25,6' 10.25'',83.25,6' 11.25'',233.8,85.75,7' 1.75'',107.0,8' 11'',4.6,9.25,9.5,2012
,203126,Kris,Joseph,Kris Joseph,SG,28.5,35.0,,,3.46,6.0,78.0,6' 6'',79.0,6' 7'',215,83.0,6' 11'',104.0,8' 8'',8.6,9.0,9.0,2012
,203077,Michael,Kidd-Gilchrist,Michael Kidd-Gilchrist,SF,32.0,35.5,11.77,,3.18,6.0,77.75,6' 5.75'',79.5,6' 7.5'',232.8,84.0,7' 0'',104.5,8' 8.5'',7.0,9.0,10.25,2012
,203117,Doron,Lamb,Doron Lamb,SG-PG,29.0,33.5,11.12,,3.41,2.0,75.25,6' 3.25'',76.75,6' 4.75'',199.4,78.75,6' 6.75'',98.5,8' 2.5'',6.7,8.5,8.75,2012
,203087,Jeremy,Lamb,Jeremy Lamb,SG,31.5,38.0,10.98,,3.25,5.0,76.0,6' 4'',77.25,6' 5.25'',179.2,83.0,6' 11'',102.0,8' 6'',4.5,8.75,9.25,2012
,203086,Meyers,Leonard,Meyers Leonard,C,30.0,32.5,11.34,,3.41,19.0,83.75,6' 11.75'',85.25,7' 1.25'',249.8,87.0,7' 3'',108.0,9' 0'',5.7,9.25,11.0,2012
,203081,Damian,Lillard,Damian Lillard,PG,34.5,39.5,11.15,,3.34,13.0,73.75,6' 1.75'',74.75,6' 2.75'',188.8,79.75,6' 7.75'',95.5,7' 11.5'',5.9,8.75,9.75,2012
,203159,Scott,Machado,Scott Machado,PG,27.0,32.5,11.26,,3.3,17.0,73.0,6' 1'',74.0,6' 2'',205.8,76.0,6' 4'',94.5,7' 10.5'',5.8,8.5,9.5,2012
,203088,Kendall,Marshall,Kendall Marshall,PG,31.0,37.0,12.03,,3.23,,75.25,6' 3.25'',76.25,6' 4.25'',198.4,77.5,6' 5.5'',96.0,8' 0'',7.8,8.5,9.0,2012
,203097,Fab,Melo,Fab Melo,C,29.5,31.0,12.14,,3.44,9.0,82.75,6' 10.75'',84.0,7' 0'',255,86.5,7' 2.5'',110.0,9' 2'',9.2,9.0,10.0,2012
,203114,Khris,Middleton,Khris Middleton,SF,28.0,31.0,11.45,,3.47,4.0,78.75,6' 6.75'',80.25,6' 8.25'',216.2,82.75,6' 10.75'',103.0,8' 7'',7.8,9.0,9.0,2012
,203121,Darius,Miller,Darius Miller,SF-SG,33.0,37.0,11.34,,3.31,14.0,78.0,6' 6'',79.5,6' 7.5'',233.4,81.0,6' 9'',101.0,8' 5'',7.5,8.5,8.75,2012
,203113,Quincy,Miller,Quincy Miller,SF,30.5,36.0,11.05,,3.48,8.0,80.75,6' 8.75'',82.0,6' 10'',218.7,85.25,7' 1.25'',105.0,8' 9'',7.8,9.25,10.25,2012
,203183,Tony,Mitchell,Tony Mitchell,SG,31.5,40.0,11.72,,3.47,14.0,77.25,6' 5.25'',78.25,6' 6.25'',216.4,82.0,6' 10'',100.0,8' 4'',5.7,8.5,10.0,2012
,203102,Arnett,Moultrie,Arnett Moultrie,PF,33.5,37.5,11.32,,3.22,10.0,81.5,6' 9.5'',82.75,6' 10.75'',232.8,86.25,7' 2.25'',106.5,8' 10.5'',7.7,9.25,9.25,2012
,203122,Kevin,Murphy,Kevin Murphy,SG,31.0,36.5,10.97,,3.42,11.0,77.0,6' 5'',78.25,6' 6.25'',194,78.75,6' 6.75'',99.0,8' 3'',5.8,8.5,8.5,2012
,203094,Andrew,Nicholson,Andrew Nicholson,PF,28.5,30.5,11.89,,3.67,10.0,80.5,6' 8.5'',81.5,6' 9.5'',234,88.0,7' 4'',107.0,8' 11'',7.6,10.0,10.75,2012
,203124,Kyle,O'Quinn,Kyle O'Quinn,PF,31.5,31.5,11.65,,3.53,,80.5,6' 8.5'',82.0,6' 10'',240.8,88.75,7' 4.75'',106.5,8' 10.5'',8.0,9.5,10.0,2012
,203101,Miles,Plumlee,Miles Plumlee,PF-C,34.0,40.5,10.64,,3.36,15.0,82.5,6' 10.5'',83.75,6' 11.75'',252.4,84.75,7' 0.75'',105.5,8' 9.5'',11.4,9.25,9.0,2012
,203085,Austin,Rivers,Austin Rivers,SG-PG,32.5,37.5,11.54,,3.32,1.0,75.5,6' 3.5'',77.0,6' 5'',202.8,79.25,6' 7.25'',96.5,8' 0.5'',6.2,8.5,10.0,2012
,203080,Thomas,Robinson,Thomas Robinson,PF,28.5,35.5,11.96,,3.17,15.0,79.75,6' 7.75'',80.75,6' 8.75'',244.2,87.25,7' 3.25'',106.0,8' 10'',5.0,9.75,10.5,2012
,203082,Terrence,Ross,Terrence Ross,SG-SF,31.0,37.5,11.78,,3.28,2.0,78.0,6' 6'',79.0,6' 7'',196.6,79.25,6' 7.25'',100.5,8' 4.5'',3.2,8.75,10.25,2012
,203118,Mike,Scott,Mike Scott,PF,27.0,32.5,11.59,,3.44,14.0,79.25,6' 7.25'',80.75,6' 8.75'',240.8,82.75,6' 10.75'',104.0,8' 8'',10.6,8.5,9.0,2012
,203156,Henry,Sims,Henry Sims,C-PF,26.5,29.5,12.33,,3.44,7.0,82.0,6' 10'',83.75,6' 11.75'',241.2,88.0,7' 4'',108.0,9' 0'',7.7,9.25,10.0,2012
,203096,Jared,Sullinger,Jared Sullinger,PF,29.5,31.0,12.77,,3.81,9.0,79.75,6' 7.75'',81.0,6' 9'',268.2,85.25,7' 1.25'',105.5,8' 9.5'',10.7,9.25,9.75,2012
,203116,Tyshawn,Taylor,Tyshawn Taylor,PG,32.0,36.5,11.48,,3.2,0.0,74.75,6' 2.75'',76.0,6' 4'',177,78.25,6' 6.25'',97.5,8' 1.5'',4.2,8.75,8.75,2012
,12507,Jordan,Taylor,Jordan Taylor,PG,33.0,36.5,10.57,,3.19,14.0,73.0,6' 1'',74.0,6' 2'',192.8,75.0,6' 3'',92.5,7' 8.5'',5.5,8.25,9.5,2012
,203106,Jeff,Taylor,Jeff Taylor,SF-SG,33.5,40.0,10.87,,3.29,15.0,78.0,6' 6'',79.25,6' 7.25'',212.8,78.25,6' 6.25'',101.5,8' 5.5'',4.2,8.25,9.75,2012
,203104,Marquis,Teague,Marquis Teague,PG,32.5,40.5,10.65,,3.19,8.0,73.0,6' 1'',74.0,6' 2'',179.8,79.25,6' 7.25'',96.5,8' 0.5'',6.3,8.25,7.75,2012
,203138,Hollis,Thompson,Hollis Thompson,SF,28.5,36.5,11.72,,3.38,6.0,78.75,6' 6.75'',80.0,6' 8'',206,81.5,6' 9.5'',102.5,8' 6.5'',6.0,8.25,9.75,2012
,203100,Tony,Wroten,Tony Wroten,PG,30.0,35.5,10.75,,3.24,0.0,76.75,6' 4.75'',78.0,6' 6'',203.2,81.0,6' 9'',101.0,8' 5'',5.2,8.0,9.0,2012
,203092,Tyler,Zeller,Tyler Zeller,PF-C,30.0,34.0,11.13,,3.4,16.0,83.25,6' 11.25'',84.5,7' 0.5'',247.4,84.0,7' 0'',104.5,8' 8.5'',6.4,9.0,9.75,2012
,203500,Steven,Adams,Steven Adams,C,28.5,33.0,11.85,3.02,3.4,16.0,82.75,6' 10.75'',84.0,7' 0'',254.5,88.5,7' 4.5'',109.5,9' 1.5'',6.65,9.5,11.0,2013
,203505,Vander,Blue,Vander Blue,SG,28.0,37.5,10.4,2.7,3.14,4.0,75.5,6' 3.5'',77.25,6' 5.25'',197.4,78.0,6' 6'',100.5,8' 4.5'',4.6,8.5,9.5,2013
,203485,Lorenzo,Brown,Lorenzo Brown,PG,28.0,34.0,11.78,3.24,3.4,8.0,76.0,6' 4'',77.25,6' 5.25'',189.2,79.0,6' 7'',100.0,8' 4'',3.95,8.25,8.5,2013
,203493,Reggie,Bullock,Reggie Bullock,SG-SF,31.0,36.5,11.33,3.3,3.31,11.0,77.75,6' 5.75'',79.0,6' 7'',199.8,80.75,6' 8.75'',102.0,8' 6'',6.95,8.5,9.0,2013
,203504,Trey,Burke,Trey Burke,PG,29.5,36.5,11.2,3.01,3.16,3.0,71.75,5' 11.75'',73.25,6' 1.25'',187,77.5,6' 5.5'',97.5,8' 1.5'',6.9,8.25,8.75,2013
,203484,Kentavious,Caldwell-Pope,Kentavious Caldwell-Pope,SG,29.0,34.5,10.6,3.2,3.12,7.0,76.5,6' 4.5'',77.5,6' 5.5'',203.6,80.0,6' 8'',100.5,8' 4.5'',6.45,8.5,9.0,2013
,203477,Isaiah,Canaan,Isaiah Canaan,PG,33.0,40.5,10.98,2.89,3.22,16.0,71.0,5' 11'',72.0,6' 0'',188.4,76.5,6' 4.5'',94.5,7' 10.5'',5.9,8.25,9.5,2013
,203478,Jackie,Carmichael,Jackie Carmichael,PF,30.0,32.0,11.83,3.07,3.35,13.0,79.5,6' 7.5'',81.0,6' 9'',241.2,85.5,7' 1.5'',107.0,8' 11'',5.8,9.0,10.25,2013
,203487,Michael,Carter-Williams,Michael Carter-Williams,PG,31.5,41.0,10.68,3.7,3.22,8.0,76.75,6' 4.75'',77.75,6' 5.75'',184.4,79.25,6' 7.25'',101.0,8' 5'',4.4,7.5,8.5,2013
,12524,Will,Clyburn,Will Clyburn,SF-SG,28.0,34.5,11.68,3.12,3.38,3.0,77.75,6' 5.75'',79.0,6' 7'',210.4,84.25,7' 0.25'',105.0,8' 9'',6.85,9.25,10.25,2013
,203496,Robert,Covington,Robert Covington,SF-PF,29.5,36.0,11.69,3.1,3.34,9.0,78.25,6' 6.25'',79.5,6' 7.5'',208.6,85.75,7' 1.75'',106.0,8' 10'',4.7,9.0,8.5,2013
,203459,Allen,Crabbe,Allen Crabbe,SG,30.5,36.0,10.67,3.1,3.32,10.0,77.25,6' 5.25'',78.25,6' 6.25'',197.4,83.25,6' 11.25'',103.5,8' 7.5'',4.65,8.25,8.5,2013
,203561,Brandon,Davies,Brandon Davies,PF,26.0,31.5,11.22,3.14,3.5,7.0,80.5,6' 8.5'',82.25,6' 10.25'',241.8,85.5,7' 1.5'',108.5,9' 0.5'',8.6,9.0,11.0,2013
,203473,Dewayne,Dedmon,Dewayne Dedmon,C,28.0,32.5,12.75,3.26,3.4,8.0,82.0,6' 10'',83.5,6' 11.5'',238.8,88.0,7' 4'',109.0,9' 1'',8.35,9.0,11.0,2013
,203516,James,Ennis,James Ennis,SF,29.5,36.5,11.55,3.06,3.4,7.0,77.75,6' 5.75'',79.0,6' 7'',200.8,83.5,6' 11.5'',104.5,8' 8.5'',4.5,8.5,8.75,2013
,203467,Carrick,Felix,Carrick Felix,SF-SG,32.0,38.5,11.16,3.09,3.25,15.0,76.75,6' 4.75'',78.25,6' 6.25'',202.6,81.25,6' 9.25'',103.5,8' 7.5'',3.3,8.5,9.5,2013
,203497,Rudy,Gobert,Rudy Gobert,C,25.0,29.0,12.85,3.19,3.57,7.0,84.5,7' 0.5'',86.0,7' 2'',237.6,92.5,7' 8.5'',115.0,9' 7'',4.4,9.75,10.0,2013
,203462,Archie,Goodwin,Archie Goodwin,SG,30.0,36.0,10.75,3.41,3.27,1.0,75.75,6' 3.75'',77.25,6' 5.25'',189,81.5,6' 9.5'',102.0,8' 6'',4.55,8.5,9.0,2013
,203475,Erick,Green,Erick Green,PG,,,,,,5.0,73.5,6' 1.5'',75.0,6' 3'',178.2,77.75,6' 5.75'',98.0,8' 2'',4.35,8.5,9.0,2013
,203501,Tim,Hardaway Jr.,Tim Hardaway Jr.,SG,31.5,37.5,10.68,2.93,3.25,16.0,76.5,6' 4.5'',78.25,6' 6.25'',199.4,79.0,6' 7'',101.0,8' 5'',6.05,8.0,9.25,2013
,203524,Solomon,Hill,Solomon Hill,SF,29.5,37.5,10.77,2.91,3.19,14.0,77.5,6' 5.5'',79.0,6' 7'',226,81.0,6' 9'',103.0,8' 7'',7.6,9.0,10.5,2013
,203470,Colton,Iverson,Colton Iverson,C,26.5,30.0,11.52,3.04,3.52,12.0,82.5,6' 10.5'',84.0,7' 0'',262.8,86.0,7' 2'',110.0,9' 2'',9.6,9.25,9.5,2013
,203511,Grant,Jerrett,Grant Jerrett,PF,28.5,34.0,11.85,3.23,3.51,2.0,80.75,6' 8.75'',82.25,6' 10.25'',232,86.0,7' 2'',109.0,9' 1'',10.05,8.5,9.25,2013
,203509,Myck,Kabongo,Myck Kabongo,PG,27.5,33.5,10.64,2.86,3.44,2.0,73.25,6' 1.25'',74.75,6' 2.75'',180.4,78.25,6' 6.25'',98.0,8' 2'',6.0,8.25,9.0,2013
,203483,Kenny,Kadji,Kenny Kadji,PF-C,34.0,38.0,11.47,2.88,3.44,9.0,80.75,6' 8.75'',82.0,6' 10'',241.6,87.0,7' 3'',106.5,8' 10.5'',7.45,9.0,10.25,2013
,203499,Shane,Larkin,Shane Larkin,PG,34.5,44.0,10.64,3.03,3.08,12.0,70.25,5' 10.25'',71.5,5' 11.5'',170.8,70.75,5' 10.75'',89.5,7' 5.5'',3.8,7.5,8.75,2013
,203495,Ricky,Ledo,Ricky Ledo,SG,27.0,33.5,10.72,3.16,3.32,4.0,76.75,6' 4.75'',78.0,6' 6'',197.2,79.25,6' 7.25'',102.5,8' 6.5'',10.25,8.5,9.25,2013
,203466,CJ,Leslie,CJ Leslie,PF-SF,32.5,40.5,10.19,2.79,3.1,,79.5,6' 7.5'',80.75,6' 8.75'',209.2,86.25,7' 2.25'',104.5,8' 8.5'',7.95,8.75,9.0,2013
,203522,Trevor,Mbakwe,Trevor Mbakwe,PF,30.0,36.5,12.01,2.97,3.32,21.0,78.75,6' 6.75'',80.0,6' 8'',235.8,88.0,7' 4'',106.5,8' 10.5'',5.9,9.5,11.5,2013
,203492,Ray,McCallum,Ray McCallum,PG,30.5,40.0,10.82,3.08,3.25,5.0,72.25,6' 0.25'',73.75,6' 1.75'',191.4,75.25,6' 3.25'',96.5,8' 0.5'',7.3,8.0,8.75,2013
,203468,CJ,McCollum,CJ McCollum,PG-SG,32.0,38.5,11.02,2.91,3.32,13.0,74.25,6' 2.25'',75.25,6' 3.25'',197,78.25,6' 6.25'',96.5,8' 0.5'',8.6,8.0,9.5,2013
,203463,Ben,McLemore,Ben McLemore,SG,32.5,42.0,11.87,3.11,3.27,6.0,75.5,6' 3.5'',76.75,6' 4.75'',189.2,79.75,6' 7.75'',100.5,8' 4.5'',5.0,8.75,9.5,2013
,203502,Tony,Mitchell,Tony Mitchell,PF-SF,33.5,38.0,11.82,3.25,3.52,13.0,79.5,6' 7.5'',80.75,6' 8.75'',236.4,86.5,7' 2.5'',106.5,8' 10.5'',5.55,9.0,10.0,2013
,203498,Shabazz,Muhammad,Shabazz Muhammad,SF-SG,29.5,37.0,10.99,2.93,3.32,10.0,76.75,6' 4.75'',78.25,6' 6.25'',221.8,83.0,6' 11'',104.5,8' 8.5'',9.0,9.0,10.0,2013
,203513,Erik,Murphy,Erik Murphy,PF,24.5,29.5,12.19,2.96,3.57,13.0,80.75,6' 8.75'',81.5,6' 9.5'',239.8,82.5,6' 10.5'',108.0,9' 0'',7.95,8.75,9.75,2013
,203488,Mike,Muscala,Mike Muscala,C-PF,28.0,33.5,11.76,2.99,3.44,5.0,82.25,6' 10.25'',83.5,6' 11.5'',230.2,85.0,7' 1'',108.0,9' 0'',6.8,8.5,9.0,2013
,203506,Victor,Oladipo,Victor Oladipo,SG,33.0,42.0,10.69,3.14,3.25,15.0,75.25,6' 3.25'',76.25,6' 4.25'',213.2,81.25,6' 9.25'',100.5,8' 4.5'',6.55,8.75,9.25,2013
,203482,Kelly,Olynyk,Kelly Olynyk,PF-C,24.5,29.5,11.42,2.99,3.59,5.0,82.75,6' 10.75'',84.0,7' 0'',234,81.75,6' 9.75'',108.0,9' 0'',6.65,8.5,10.0,2013
,203464,Brandon,Paul,Brandon Paul,SG,33.5,39.5,11.16,2.9,3.37,15.0,74.75,6' 2.75'',76.0,6' 4'',201,82.25,6' 10.25'',98.0,8' 2'',5.25,8.5,9.5,2013
,203658,Norvel,Pelle,Norvel Pelle,PF-C,31.0,34.5,11.49,3.2,3.32,0.0,81.5,6' 9.5'',82.5,6' 10.5'',207.2,86.5,7' 2.5'',109.0,9' 1'',5.15,8.75,9.5,2013
,203486,Mason,Plumlee,Mason Plumlee,C-PF,30.5,36.0,10.89,2.76,3.29,14.0,83.25,6' 11.25'',84.5,7' 0.5'',238.2,83.0,6' 11'',108.0,9' 0'',6.15,9.75,9.5,2013
,203490,Otto,Porter,Otto Porter,SF,27.0,36.0,11.25,3.06,3.4,9.0,79.5,6' 7.5'',80.5,6' 8.5'',197.6,85.5,7' 1.5'',105.5,8' 9.5'',6.65,8.75,9.25,2013
,203515,Phil,Pressey,Phil Pressey,PG,33.0,38.5,10.86,3.02,3.13,7.0,69.5,5' 9.5'',71.5,5' 11.5'',177,74.25,6' 2.25'',92.0,7' 8'',4.7,7.75,9.75,2013
,203318,Glen,Rice,Glen Rice,SF-SG,33.0,40.5,10.99,3.08,3.25,10.0,76.5,6' 4.5'',77.75,6' 5.75'',210.8,81.25,6' 9.25'',101.5,8' 5.5'',8.45,8.5,9.0,2013
,203460,Andre,Roberson,Andre Roberson,PF-SF,30.0,36.5,11.36,3.02,3.34,10.0,78.25,6' 6.25'',79.0,6' 7'',205.8,83.0,6' 11'',104.5,8' 8.5'',7.05,8.75,9.5,2013
,203471,Dennis,Schroder,Dennis Schroder,PG,30.0,34.0,11.09,2.86,3.21,1.0,73.0,6' 1'',74.0,6' 2'',164.8,79.75,6' 7.75'',98.0,8' 2'',4.1,8.75,10.5,2013
,203491,Peyton,Siva,Peyton Siva,PG,33.5,41.5,10.59,2.93,3.16,15.0,71.5,5' 11.5'',73.0,6' 1'',180.6,75.0,6' 3'',93.0,7' 9'',6.05,8.0,9.75,2013
,203503,Tony,Snell,Tony Snell,SF-SG,30.0,36.5,11.36,2.84,3.25,7.0,78.0,6' 6'',79.25,6' 7.25'',198.2,83.5,6' 11.5'',105.5,8' 9.5'',4.85,9.0,9.5,2013
,203480,James,Southerland,James Southerland,SF-PF,29.0,32.0,10.9,3.03,3.38,5.0,79.0,6' 7'',80.0,6' 8'',220.6,85.0,7' 1'',106.0,8' 10'',8.05,8.0,9.5,2013
,203519,Adonis,Thomas,Adonis Thomas,SF,34.5,40.5,11.64,3.11,3.32,13.0,76.75,6' 4.75'',77.75,6' 5.75'',231.8,85.0,7' 1'',99.0,8' 3'',7.5,9.25,9.5,2013
,203472,Deshaun,Thomas,Deshaun Thomas,SF,28.5,32.0,12.94,3.38,3.53,5.0,77.0,6' 5'',79.0,6' 7'',219.8,82.0,6' 10'',104.0,8' 8'',9.1,8.0,8.75,2013
,203481,Jeff,Withey,Jeff Withey,C,26.5,29.0,12.49,3.29,3.47,10.0,82.75,6' 10.75'',84.5,7' 0.5'',221.8,86.0,7' 2'',110.5,9' 2.5'',8.65,9.0,9.75,2013
,203489,Nate,Wolters,Nate Wolters,PG,,,,,,8.0,75.5,6' 3.5'',76.75,6' 4.75'',196.4,75.75,6' 3.75'',98.0,8' 2'',5.5,8.25,8.75,2013
,203469,Cody,Zeller,Cody Zeller,C-PF,35.5,37.5,10.82,2.69,3.15,17.0,82.75,6' 10.75'',84.25,7' 0.25'',230,82.75,6' 10.75'',106.0,8' 10'',4.75,8.5,10.5,2013
14000,203919,Jordan,Adams,Jordan Adams,SG,24.5,29.5,12.13,3.05,3.5,,75.5,6' 3.5'',76.75,6' 4.75'',208.8,82.0,6' 10'',102.0,8' 6'',10.8,8.5,7.5,2014
14002,203648,Thanasis,Antetokounmpo,Thanasis Antetokounmpo,SF,31.5,39.5,11.39,3.05,3.18,,77.25,6' 5.25'',78.25,6' 6.25'',205.2,84.0,7' 0'',104.5,8' 8.5'',6.05,9.0,9.75,2014
14004,203947,Jordan,Bachynski,Jordan Bachynski,PF,29.0,33.0,12.15,3.03,3.36,,85.25,7' 1.25'',86.0,7' 2'',254.1,88.0,7' 4'',108.5,9' 0.5'',7.45,9.25,10.0,2014
14005,203946,Cameron,Bairstow,Cameron Bairstow,PF,31.0,33.5,11.39,3.09,3.37,,80.75,6' 8.75'',81.75,6' 9.75'',252.4,84.75,7' 0.75'',107.0,8' 11'',8.7,8.75,9.0,2014
14006,203920,Khem,Birch,Khem Birch,PF,30.5,35.5,11.6,3.24,3.26,,79.5,6' 7.5'',81.25,6' 9.25'',208.8,85.0,7' 1'',107.0,8' 11'',6.0,9.0,8.5,2014
14062,203938,Alec,Brown,Alec Brown,PF,27.0,30.0,12.05,2.91,3.48,,84.25,7' 0.25'',85.25,7' 1.25'',231.2,85.5,7' 1.5'',109.0,9' 1'',7.7,9.25,8.75,2014
14008,203900,Markel,Brown,Markel Brown,SG,36.5,43.5,12.62,2.9,3.18,,74.5,6' 2.5'',75.5,6' 3.5'',184.4,80.75,6' 8.75'',100.0,8' 4'',4.2,8.25,9.75,2014
14007,203913,Jabari,Brown,Jabari Brown,SG,28.0,32.0,11.6,3.26,3.5,,75.0,6' 3'',76.25,6' 4.25'',201.9,80.25,6' 8.25'',100.0,8' 4'',6.05,9.0,9.25,2014
14009,203907,Deonte,Burton,Deonte Burton,PG,29.0,39.5,11.28,3.08,3.28,,72.0,6' 0'',73.25,6' 1.25'',192.8,79.0,6' 7'',97.5,8' 1.5'',7.65,8.25,8.0,2014
14011,203902,Semaj,Christon,Semaj Christon,PG,30.5,36.5,11.55,3.21,3.32,,73.5,6' 1.5'',75.25,6' 3.25'',186,78.5,6' 6.5'',99.0,8' 3'',5.25,8.5,8.25,2014
14012,203903,Jordan,Clarkson,Jordan Clarkson,PG,33.0,38.5,10.76,2.98,3.28,,75.25,6' 3.25'',77.0,6' 5'',186.3,80.0,6' 8'',98.0,8' 2'',4.3,8.25,9.0,2014
14013,203905,Aaron,Craft,Aaron Craft,PG,29.0,32.0,10.78,2.9,3.26,,72.75,6' 0.75'',73.75,6' 1.75'',191.6,74.0,6' 2'',94.5,7' 10.5'',6.1,7.75,8.5,2014
14014,203908,DeAndre,Daniels,DeAndre Daniels,SF,26.5,32.0,11.46,3.04,3.44,,79.25,6' 7.25'',80.5,6' 8.5'',196,86.0,7' 2'',106.5,8' 10.5'',3.85,9.25,10.5,2014
14016,203921,Cleanthony,Early,Cleanthony Early,SF,34.0,40.0,11.15,2.96,3.18,,78.0,6' 6'',79.25,6' 7.25'',209.4,82.75,6' 10.75'',101.5,8' 5.5'',4.45,8.5,9.0,2014
14017,203929,Melvin,Ejim,Melvin Ejim,SF,29.5,35.0,11.55,3.12,3.14,,77.25,6' 5.25'',79.0,6' 7'',218.5,83.25,6' 11.25'',103.5,8' 7.5'',6.45,8.75,9.25,2014
14019,203898,Tyler,Ennis,Tyler Ennis,PG,29.0,36.0,11.12,2.84,3.3,,73.0,6' 1'',74.5,6' 2.5'',181.5,79.25,6' 7.25'',98.0,8' 2'',6.2,8.25,8.75,2014
14020,203957,Dante,Exum,Dante Exum,SG,31.5,34.5,10.75,2.88,3.19,,76.5,6' 4.5'',78.0,6' 6'',196.3,81.5,6' 9.5'',103.0,8' 7'',6.4,8.5,9.5,2014
14021,203927,C.J.,Fair,C.J. Fair,SF,27.0,35.0,11.0,3.06,3.32,,78.5,6' 6.5'',80.0,6' 8'',218.1,81.5,6' 9.5'',104.0,8' 8'',5.05,9.0,9.0,2014
14022,203932,Aaron,Gordon,Aaron Gordon,PF,32.5,39.0,10.81,2.76,3.27,,79.5,6' 7.5'',80.75,6' 8.75'',220.1,83.75,6' 11.75'',105.0,8' 9'',5.05,8.75,10.5,2014
14024,203798,P.J.,Hairston,P.J. Hairston,SG,32.0,37.0,11.12,,3.32,,76.25,6' 4.25'',77.25,6' 5.25'',228.8,81.0,6' 9'',101.0,8' 5'',8.2,8.75,9.75,2014
